2016Q1,TANF Workers,,,"Baltimore County, Maryland",539,,,,,
2016Q2,TANF Workers,,,"Baltimore County, Maryland",596,,,,,
2016Q3,TANF Workers,,,"Baltimore County, Maryland",679,,,,,
2016Q4,TANF Workers,,,"Baltimore County, Maryland",683,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.147460747809291,0.00147460747809291,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.158506001154222,0.00158506001154222,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.182736635869668,0.0018273663586966802,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.180799754345283,0.00180799754345283,,,,,
2017Q1,TANF Workers,,,"Baltimore County, Maryland",514,,,,,
2017Q2,TANF Workers,,,"Baltimore County, Maryland",579,,,,,
2017Q3,TANF Workers,,,"Baltimore County, Maryland",558,,,,,
2017Q4,TANF Workers,,,"Baltimore County, Maryland",672,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.138137137390014,0.00138137137390014,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.152033147952673,0.00152033147952673,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.14800393616203,0.0014800393616203,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.175384109468915,0.00175384109468915,,,,,
2018Q1,TANF Workers,,,"Baltimore County, Maryland",526,,,,,
2018Q2,TANF Workers,,,"Baltimore County, Maryland",529,,,,,
2018Q3,TANF Workers,,,"Baltimore County, Maryland",539,,,,,
2018Q4,TANF Workers,,,"Baltimore County, Maryland",582,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.140413070695045,0.00140413070695045,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.137835795617395,0.00137835795617395,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.140894036705641,0.0014089403670564098,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.151211248869813,0.0015121124886981298,,,,,
2019Q1,TANF Workers,,,"Baltimore County, Maryland",433,,,,,
2019Q2,TANF Workers,,,"Baltimore County, Maryland",471,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.113553517012048,0.00113553517012048,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Baltimore County, Maryland",0.122202129067242,0.00122202129067242,,,,,
2016Q3,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",78,,,,,
2016Q4,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",21,,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",3.90195097548774,0.039019509754877404,,,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.1744966442953,0.011744966442953,,,,,,
2017Q1,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",38,,,,,
2017Q2,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",33,,,,,
2017Q3,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",34,,,,,
2017Q4,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",25,,,,,
2017Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.78403755868545,0.0178403755868545,,,,,,
2017Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.61527165932452,0.0161527165932452,,,,,,
2017Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.42677297524129,0.014267729752412901,,,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.33761369716426,0.0133761369716426,,,,,,
2018Q1,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",16,,,,,
2018Q2,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",27,,,,,
2018Q3,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",31,,,,,
2018Q4,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",32,,,,,
2018Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",0.969109630526953,0.00969109630526953,,,,,,
2018Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.4346439957492,0.014346439957492001,,,,,,
2018Q3,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.75537938844847,0.017553793884484702,,,,,,
2018Q4,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",1.9680196801968,0.019680196801968,,,,,,
2019Q1,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",13,,,,,
2019Q2,TANF Participants in Workforce Service ,,,"Baltimore County, Maryland",2,,,,,
2019Q1,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",0.648702594810379,0.0064870259481037895,,,,,,
2019Q2,Percent of Workforce Service participants in TANF (%),,,"Baltimore County, Maryland",0.466200466200466,0.00466200466200466,,,,,,
2017,SNAP Recipient Workers,,,"Baltimore County, Maryland",40042,,,,,
2018,SNAP Recipient Workers,,,"Baltimore County, Maryland",37849,,,,,
2019,SNAP Recipient Workers,,,"Baltimore County, Maryland",38210,,,,,
2020,SNAP Recipient Workers,,,"Baltimore County, Maryland",37183,,,,,
2017,SNAP Recipient Workers by Percentage,,,"Baltimore County, Maryland",0.15715,15.7148,,,,
2018,SNAP Recipient Workers by Percentage,,,"Baltimore County, Maryland",0.15871,15.8707,,,,
2019,SNAP Recipient Workers by Percentage,,,"Baltimore County, Maryland",0.15889,15.8885,,,,
2020,SNAP Recipient Workers by Percentage,,,"Baltimore County, Maryland",0.16152,16.1515,,,,
2015,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore County, Maryland",20791,,,,
2016,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore County, Maryland",20730,,,,
2017,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore County, Maryland",20698,,,,
2018,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore County, Maryland",21217,,,,
2019,Employment Status By Disability Status,Labor Force,Disabled,"Baltimore County, Maryland",21260,,,,
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore County, Maryland",391815,,,,
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore County, Maryland",391159,,,,
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore County, Maryland",392239,,,,
2018,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore County, Maryland",387306,,,,
2019,Employment Status By Disability Status,Labor Force,Non Disabled,"Baltimore County, Maryland",387581,,,,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore County, Maryland",24760,,,,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore County, Maryland",23867,,,,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore County, Maryland",23198,,,,
2018,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore County, Maryland",23326,,,,
2019,Employment Status By Poverty Status,Labor Force,Below Poverty,"Baltimore County, Maryland",22672,,,,
2015,Total Population,,,"Baltimore County, Maryland",822959,,,,,
2015,Median Household Income,,,"Baltimore County, Maryland",67095,,,,,,
2016,Median Household Income,,,"Baltimore County, Maryland",68989,,,,,,
2019,Median Household Income,,,"Baltimore County, Maryland",76866,,,,,,
2017,Median Household Income,,,"Baltimore County, Maryland",71810,,,,,,
2018,Median Household Income,,,"Baltimore County, Maryland",74127,,,,,,
2016,Total Population,,,"Baltimore County, Maryland",825666,,,,,
2015,Unemployment By Gender,,Male,"Baltimore County, Maryland",7,0.07
2017,Total Population,,,"Baltimore County, Maryland",828637,,,,,
2019,Total Population,,,"Baltimore County, Maryland",828018,,,,,
2018,Total Population,,,"Baltimore County, Maryland",827625,,,,,
2016,Unemployment By Gender,,Male,"Baltimore County, Maryland",6,0.06
2017,Unemployment By Gender,,Male,"Baltimore County, Maryland",5.4,0.054000000000000006
2019,Unemployment By Gender,,Male,"Baltimore County, Maryland",4.6,0.046
2018,Unemployment By Gender,,Male,"Baltimore County, Maryland",5.1,0.051
2016,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore County, Maryland",2897,,,,
2015,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore County, Maryland",3289,,,,
2018,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore County, Maryland",2994,,,,
2019,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore County, Maryland",2953,,,,
2017,Employment Status By Disability Status,Unemployed,Disabled,"Baltimore County, Maryland",2684,,,,
2015,Unemployment By Race,,Hispanic,"Baltimore County, Maryland",9.5,0.095
2016,Unemployment By Race,,Hispanic,"Baltimore County, Maryland",7.9,0.079
2017,Unemployment By Race,,Hispanic,"Baltimore County, Maryland",6.8,0.068
2018,Unemployment By Race,,Hispanic,"Baltimore County, Maryland",4.8,0.048
2019,Unemployment By Race,,Hispanic,"Baltimore County, Maryland",4,0.04
2017,Unemployment By Gender,,Female,"Baltimore County, Maryland",5,0.05
2015,Unemployment By Gender,,Female,"Baltimore County, Maryland",6,0.06
2018,Unemployment By Gender,,Female,"Baltimore County, Maryland",4.8,0.048
2016,Unemployment By Gender,,Female,"Baltimore County, Maryland",5.3,0.053
2019,Unemployment By Gender,,Female,"Baltimore County, Maryland",4.4,0.044000000000000004
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore County, Maryland",21496,,,,
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore County, Maryland",24648,,,,
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore County, Maryland",19808,,,,
2018,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore County, Maryland",18351,,,,
2015,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore County, Maryland",367167,
2019,Employment Status By Disability Status,Unemployed,Non Disabled,"Baltimore County, Maryland",16554,,,,
2016,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore County, Maryland",369663,
2017,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore County, Maryland",372431,
2018,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore County, Maryland",368955,
2019,Employment Status By Disability Status,Employed,Non Disabled,"Baltimore County, Maryland",371027,
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore County, Maryland",149341,
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore County, Maryland",146502,
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore County, Maryland",151517,
2018,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore County, Maryland",153796,
2019,Employment Status By Education,Employed,Bachelor's or Higher,"Baltimore County, Maryland",156427,
2016,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore County, Maryland",4266,
2017,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore County, Maryland",3948,
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore County, Maryland",4385,
2018,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore County, Maryland",4061,
2019,Employment Status By Education,Unemployed,Bachelor's or Higher,"Baltimore County, Maryland",3947,
2018,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore County, Maryland",19454,
2019,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore County, Maryland",19102,
2015,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore County, Maryland",18784,
2015,Employment Status By Education,Employed,Highschool,"Baltimore County, Maryland",78964,
2016,Employment Status By Education,Employed,Highschool,"Baltimore County, Maryland",80452,
2016,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore County, Maryland",19237,
2017,Employment Status By Education,NIL,Bachelor's or Higher,"Baltimore County, Maryland",19127,
2019,Employment Status By Education,Employed,Highschool,"Baltimore County, Maryland",77534,
2015,Employment Status By Education,Unemployed,Highschool,"Baltimore County, Maryland",7638,
2016,Employment Status By Education,Unemployed,Highschool,"Baltimore County, Maryland",6370,
2017,Employment Status By Education,Unemployed,Highschool,"Baltimore County, Maryland",5489,
2016,Employment Status By Education,NIL,Highschool,"Baltimore County, Maryland",25317,
2019,Employment Status By Education,Unemployed,Highschool,"Baltimore County, Maryland",4345,
2015,Employment Status By Education,NIL,Highschool,"Baltimore County, Maryland",25384,
2017,Employment Status By Education,NIL,Highschool,"Baltimore County, Maryland",25082,
2018,Employment Status By Education,NIL,Highschool,"Baltimore County, Maryland",24938,
2015,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore County, Maryland",17370,
2017,Employment Status By Education,Employed,Highschool,"Baltimore County, Maryland",79514,
2019,Employment Status By Education,NIL,Highschool,"Baltimore County, Maryland",24103,
2018,Employment Status By Education,Employed,Highschool,"Baltimore County, Maryland",78376,
2016,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore County, Maryland",17774,
2017,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore County, Maryland",17841,
2018,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore County, Maryland",17957,
2019,Employment Status By Poverty Status,Employed,Below Poverty,"Baltimore County, Maryland",17870,
2015,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore County, Maryland",7390,
2016,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore County, Maryland",6093,
2017,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore County, Maryland",5357,
2018,Employment Status By Education,Unemployed,Highschool,"Baltimore County, Maryland",4889,
2018,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore County, Maryland",5369,
2019,Employment Status By Poverty Status,Unemployed,Below Poverty,"Baltimore County, Maryland",4802,
2015,Employment Status By Disability Status,Employed,Disabled,"Baltimore County, Maryland",17502,,,,
2016,Employment Status By Disability Status,Employed,Disabled,"Baltimore County, Maryland",17833,,,,
2018,Employment Status By Disability Status,Employed,Disabled,"Baltimore County, Maryland",18233,,,,
2019,Employment Status By Disability Status,Employed,Disabled,"Baltimore County, Maryland",18307,,,,
2015,Employment Status By Education,Employed,Less than Highschool,"Baltimore County, Maryland",17535,
2016,Employment Status By Education,Employed,Less than Highschool,"Baltimore County, Maryland",17361,
2017,Employment Status By Education,Employed,Less than Highschool,"Baltimore County, Maryland",17735,
2018,Employment Status By Education,Employed,Less than Highschool,"Baltimore County, Maryland",18164,
2017,Employment Status By Disability Status,Employed,Disabled,"Baltimore County, Maryland",18014,,,,
2019,Employment Status By Education,Employed,Less than Highschool,"Baltimore County, Maryland",17428,
2015,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore County, Maryland",2937,
2016,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore County, Maryland",2460,
2017,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore County, Maryland",2394,
2018,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore County, Maryland",1973,
2019,Employment Status By Education,Unemployed,Less than Highschool,"Baltimore County, Maryland",1644,
2015,Employment Status By Education,NIL,Less than Highschool,"Baltimore County, Maryland",11591,
2016,Employment Status By Education,NIL,Less than Highschool,"Baltimore County, Maryland",11719,
2017,Employment Status By Education,NIL,Less than Highschool,"Baltimore County, Maryland",12009,
2018,Employment Status By Education,NIL,Less than Highschool,"Baltimore County, Maryland",12105,
2016,Unemployment By Veteran Status,,Non Veteran,"Baltimore County, Maryland",6,0.06
2015,Unemployment By Veteran Status,,Non Veteran,"Baltimore County, Maryland",6.9,0.069
2017,Unemployment By Veteran Status,,Non Veteran,"Baltimore County, Maryland",5.5,0.055
2019,Employment Status By Education,NIL,Less than Highschool,"Baltimore County, Maryland",11784,
2018,Unemployment By Veteran Status,,Non Veteran,"Baltimore County, Maryland",5.3,0.053
2019,Unemployment By Veteran Status,,Non Veteran,"Baltimore County, Maryland",4.9,0.049
2015,Unemployment By Veteran Status,,Veteran,"Baltimore County, Maryland",5,0.05
2017,Unemployment By Veteran Status,,Veteran,"Baltimore County, Maryland",3.7,0.037000000000000005
2016,Unemployment By Veteran Status,,Veteran,"Baltimore County, Maryland",4.4,0.044000000000000004
2018,Unemployment By Veteran Status,,Veteran,"Baltimore County, Maryland",3,0.03
2019,Unemployment By Veteran Status,,Veteran,"Baltimore County, Maryland",2.5,0.025
2015,Employment Status By Education,Employed,Some College,"Baltimore County, Maryland",96415,
2016,Employment Status By Education,Employed,Some College,"Baltimore County, Maryland",95194,
2017,Employment Status By Education,Employed,Some College,"Baltimore County, Maryland",96513,
2018,Employment Status By Education,Employed,Some College,"Baltimore County, Maryland",93089,
2015,Employment Status By Education,Unemployed,Some College,"Baltimore County, Maryland",5746,
2019,Employment Status By Education,Employed,Some College,"Baltimore County, Maryland",93645,
2016,Employment Status By Education,Unemployed,Some College,"Baltimore County, Maryland",5007,
2017,Employment Status By Education,Unemployed,Some College,"Baltimore County, Maryland",4565,
2018,Employment Status By Education,Unemployed,Some College,"Baltimore County, Maryland",4670,
2015,Employment Status By Education,NIL,Some College,"Baltimore County, Maryland",21695,
2016,Employment Status By Education,NIL,Some College,"Baltimore County, Maryland",21502,
2019,Employment Status By Education,Unemployed,Some College,"Baltimore County, Maryland",4155,
2017,Employment Status By Education,NIL,Some College,"Baltimore County, Maryland",21567,
2018,Employment Status By Education,NIL,Some College,"Baltimore County, Maryland",21822,
2016,Unemployment By Race,,Asian,"Baltimore County, Maryland",4.8,0.048
2015,Unemployment By Race,,Asian,"Baltimore County, Maryland",5.1,0.051
2019,Employment Status By Education,NIL,Some College,"Baltimore County, Maryland",21478,
2017,Unemployment By Race,,Asian,"Baltimore County, Maryland",4.1,0.040999999999999995
2018,Unemployment By Race,,Asian,"Baltimore County, Maryland",4.3,0.043
2019,Unemployment By Race,,Asian,"Baltimore County, Maryland",4.3,0.043
2015,Unemployment By Race,,White,"Baltimore County, Maryland",5.9,0.059000000000000004
2016,Unemployment By Race,,White,"Baltimore County, Maryland",5.2,0.052000000000000005
2017,Unemployment By Race,,White,"Baltimore County, Maryland",4.8,0.048
2018,Unemployment By Race,,White,"Baltimore County, Maryland",4.5,0.045
2019,Unemployment By Race,,White,"Baltimore County, Maryland",4.2,0.042
2015,Unemployment By Race,,Black,"Baltimore County, Maryland",9.2,0.092
2017,Unemployment By Race,,Black,"Baltimore County, Maryland",7,0.07
2016,Unemployment By Race,,Black,"Baltimore County, Maryland",7.6,0.076
2018,Unemployment By Race,,Black,"Baltimore County, Maryland",6.6,0.066
2019,Unemployment By Race,,Black,"Baltimore County, Maryland",5.9,0.059000000000000004
2015Q3,TANF Workers,,,"Calvert County, Maryland",31,,,,,
2015Q4,TANF Workers,,,"Calvert County, Maryland",27,,,,,
2015Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.137888088248376,0.00137888088248376,,,,,
2015Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.120745941594741,0.0012074594159474101,,,,,
2016Q1,TANF Workers,,,"Calvert County, Maryland",21,,,,,
2016Q2,TANF Workers,,,"Calvert County, Maryland",27,,,,,
2016Q3,TANF Workers,,,"Calvert County, Maryland",18,,,,,
2016Q4,TANF Workers,,,"Calvert County, Maryland",20,,,,,
2016Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0954328561690525,0.0009543285616905251,,,,,
2016Q2,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.11773426939345,0.0011773426939345,,,,,
2016Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.076651194481114,0.00076651194481114,,,,,
2016Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0857118368046627,0.000857118368046627,,,,,
2017Q1,TANF Workers,,,"Calvert County, Maryland",19,,,,,
2017Q2,TANF Workers,,,"Calvert County, Maryland",24,,,,,
2017Q3,TANF Workers,,,"Calvert County, Maryland",27,,,,,
2017Q4,TANF Workers,,,"Calvert County, Maryland",25,,,,,
2017Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0800573041756204,0.000800573041756204,,,,,
2017Q2,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0995396292148812,0.000995396292148812,,,,,
2017Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.113579000504796,0.00113579000504796,,,,,
2017Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.108979947689625,0.00108979947689625,,,,,
2018Q1,TANF Workers,,,"Calvert County, Maryland",16,,,,,
2018Q2,TANF Workers,,,"Calvert County, Maryland",14,,,,,
2018Q3,TANF Workers,,,"Calvert County, Maryland",12,,,,,
2018Q4,TANF Workers,,,"Calvert County, Maryland",19,,,,,
2018Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0739576592400851,0.000739576592400851,,,,,
2018Q2,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0635237533463406,0.000635237533463406,,,,,
2018Q3,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0544193007119858,0.000544193007119858,,,,,
2018Q4,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0872359963269054,0.000872359963269054,,,,,
2019Q1,TANF Workers,,,"Calvert County, Maryland",15,,,,,
2019Q2,TANF Workers,,,"Calvert County, Maryland",10,,,,,
2019Q1,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0711068973690448,0.000711068973690448,,,,,
2019Q2,Percent of Workers in TANF (%),,,"Calvert County, Maryland",0.0467814371257485,0.000467814371257485,,,,,
2016Q3,TANF Participants in Workforce Service ,,,"Calvert County, Maryland",10,,,,,
2016Q4,TANF Participants in Workforce Service ,,,"Calvert County, Maryland",3,,,,,
2016Q3,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",5.18134715025907,0.0518134715025907,,,,,,
2016Q4,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",1.63934426229508,0.0163934426229508,,,,,,
2017Q4,TANF Participants in Workforce Service ,,,"Calvert County, Maryland",1,,,,,
2017Q4,Percent of Workforce Service participants in TANF (%),,,"Calvert County, Maryland",0.826446280991736,0.00826446280991736,,,,,,
2017,SNAP Recipient Workers,,,"Calvert County, Maryland",2895,,,,,
2018,SNAP Recipient Workers,,,"Calvert County, Maryland",2443,,,,,
2019,SNAP Recipient Workers,,,"Calvert County, Maryland",2474,,,,,
2020,SNAP Recipient Workers,,,"Calvert County, Maryland",2318,,,,,
2017,SNAP Recipient Workers by Percentage,,,"Calvert County, Maryland",0.01136,1.1362,,,,
2018,SNAP Recipient Workers by Percentage,,,"Calvert County, Maryland",0.01024,1.0244,,,,
2019,SNAP Recipient Workers by Percentage,,,"Calvert County, Maryland",0.01029,1.0287,,,,
2020,SNAP Recipient Workers by Percentage,,,"Calvert County, Maryland",0.01007,1.0069,,,,
2015,Employment Status By Disability Status,Labor Force,Disabled,"Calvert County, Maryland",2261,,,,
2016,Employment Status By Disability Status,Labor Force,Disabled,"Calvert County, Maryland",2633,,,,
2017,Employment Status By Disability Status,Labor Force,Disabled,"Calvert County, Maryland",2558,,,,
2018,Employment Status By Disability Status,Labor Force,Disabled,"Calvert County, Maryland",2757,,,,
2019,Employment Status By Disability Status,Labor Force,Disabled,"Calvert County, Maryland",2512,,,,
2015,Employment Status By Disability Status,Labor Force,Non Disabled,"Calvert County, Maryland",43577,,,,
2016,Employment Status By Disability Status,Labor Force,Non Disabled,"Calvert County, Maryland",43330,,,,
2017,Employment Status By Disability Status,Labor Force,Non Disabled,"Calvert County, Maryland",43733,,,,
2018,Employment Status By Disability Status,Labor Force,Non Disabled,"Calvert County, Maryland",43595,,,,
2019,Employment Status By Disability Status,Labor Force,Non Disabled,"Calvert County, Maryland",43414,,,,
2015,Employment Status By Poverty Status,Labor Force,Below Poverty,"Calvert County, Maryland",1946,,,,
2016,Employment Status By Poverty Status,Labor Force,Below Poverty,"Calvert County, Maryland",2154,,,,
2017,Employment Status By Poverty Status,Labor Force,Below Poverty,"Calvert County, Maryland",1991,,,,
2018,Employment Status By Poverty Status,Labor Force,Below Poverty,"Calvert County, Maryland",1754,,,,
2019,Employment Status By Poverty Status,Labor Force,Below Poverty,"Calvert County, Maryland",1178,,,,
2015,Total Population,,,"Calvert County, Maryland",90114,,,,,
2016,Median Household Income,,,"Calvert County, Maryland",96808,,,,,,
2017,Median Household Income,,,"Calvert County, Maryland",100350,,,,,,
2019,Median Household Income,,,"Calvert County, Maryland",109313,,,,,,
2015,Median Household Income,,,"Calvert County, Maryland",95828,,,,,,
2018,Median Household Income,,,"Calvert County, Maryland",104301,,,,,,
2016,Total Population,,,"Calvert County, Maryland",90527,,,,,
2015,Unemployment By Gender,,Male,"Calvert County, Maryland",6.1,0.061
2016,Unemployment By Gender,,Male,"Calvert County, Maryland",5.9,0.059000000000000004
2019,Total Population,,,"Calvert County, Maryland",91511,,,,,
2018,Total Population,,,"Calvert County, Maryland",91082,,,,,
2017,Total Population,,,"Calvert County, Maryland",90824,,,,,
2017,Unemployment By Gender,,Male,"Calvert County, Maryland",5.1,0.051
2019,Unemployment By Gender,,Male,"Calvert County, Maryland",3.4,0.034
2018,Unemployment By Gender,,Male,"Calvert County, Maryland",4.9,0.049
2016,Employment Status By Disability Status,Unemployed,Disabled,"Calvert County, Maryland",268,,,,
2015,Employment Status By Disability Status,Unemployed,Disabled,"Calvert County, Maryland",181,,,,
2017,Employment Status By Disability Status,Unemployed,Disabled,"Calvert County, Maryland",214,,,,
2018,Employment Status By Disability Status,Unemployed,Disabled,"Calvert County, Maryland",213,,,,
2015,Unemployment By Race,,Hispanic,"Calvert County, Maryland",6.2,0.062
2017,Unemployment By Race,,Hispanic,"Calvert County, Maryland",8.2,0.08199999999999999
2016,Unemployment By Race,,Hispanic,"Calvert County, Maryland",11.2,0.11199999999999999
2018,Unemployment By Race,,Hispanic,"Calvert County, Maryland",9.6,0.096
2019,Employment Status By Disability Status,Unemployed,Disabled,"Calvert County, Maryland",129,,,,
2019,Unemployment By Race,,Hispanic,"Calvert County, Maryland",7.6,0.076
2016,Employment Status By Disability Status,Unemployed,Non Disabled,"Calvert County, Maryland",3116,,,,
2017,Employment Status By Disability Status,Unemployed,Non Disabled,"Calvert County, Maryland",2934,,,,
2015,Unemployment By Gender,,Female,"Calvert County, Maryland",7.3,0.073
2018,Employment Status By Disability Status,Unemployed,Non Disabled,"Calvert County, Maryland",2614,,,,
2019,Employment Status By Disability Status,Unemployed,Non Disabled,"Calvert County, Maryland",1679,,,,
2016,Employment Status By Disability Status,Employed,Non Disabled,"Calvert County, Maryland",40214,
2015,Employment Status By Disability Status,Employed,Non Disabled,"Calvert County, Maryland",40458,
2017,Employment Status By Disability Status,Employed,Non Disabled,"Calvert County, Maryland",40799,
2016,Unemployment By Gender,,Female,"Calvert County, Maryland",8,0.08
2018,Employment Status By Disability Status,Employed,Non Disabled,"Calvert County, Maryland",40981,
2017,Unemployment By Gender,,Female,"Calvert County, Maryland",7.8,0.078
2019,Employment Status By Disability Status,Employed,Non Disabled,"Calvert County, Maryland",41735,
2018,Unemployment By Gender,,Female,"Calvert County, Maryland",7,0.07
2016,Employment Status By Education,Employed,Bachelor's or Higher,"Calvert County, Maryland",12085,
2019,Unemployment By Gender,,Female,"Calvert County, Maryland",4.2,0.042
2015,Employment Status By Education,Employed,Bachelor's or Higher,"Calvert County, Maryland",11982,
2017,Employment Status By Education,Employed,Bachelor's or Higher,"Calvert County, Maryland",12585,
2018,Employment Status By Education,Employed,Bachelor's or Higher,"Calvert County, Maryland",13151,
2015,Employment Status By Education,Unemployed,Bachelor's or Higher,"Calvert County, Maryland",319,
2015,Employment Status By Disability Status,Unemployed,Non Disabled,"Calvert County, Maryland",3119,,,,
2019,Employment Status By Education,Employed,Bachelor's or Higher,"Calvert County, Maryland",13947,
